"GSM773540",1
"GSM773541",1
"GSM773542",1
"GSM773543",1
"GSM773544",1
"GSM773545",1
"GSM773546",2
"GSM773547",1
"GSM773548",1
"GSM773549",1
"GSM773550",1
"GSM773551",1
"GSM773552",2
"GSM773553",2
"GSM773554",1
"GSM773555",2
"GSM773556",2
"GSM773557",1
"GSM773558",1
"GSM773559",1
"GSM773560",1
"GSM773561",1
"GSM773562",1
"GSM773563",2
"GSM773564",1
"GSM773565",1
"GSM773566",1
"GSM773567",1
"GSM773568",2
"GSM773569",1
"GSM773570",1
"GSM773571",2
"GSM773572",1
"GSM773573",1
"GSM773574",2
"GSM773575",2
"GSM773576",1
"GSM773577",1
"GSM773578",1
"GSM773579",1
"GSM773580",1
"GSM773581",1
"GSM773582",1
"GSM773583",1
"GSM773584",1
"GSM773585",1
"GSM773586",2
"GSM773587",1
"GSM773588",1
"GSM773589",1
"GSM773590",1
"GSM773591",2
"GSM773592",2
"GSM773593",1
"GSM773594",1
"GSM773595",1
"GSM773596",1
"GSM773597",1
"GSM773598",1
"GSM773599",1
"GSM773600",2
"GSM773601",2
"GSM773602",1
"GSM773603",1
"GSM773604",1
"GSM773605",1
"GSM773606",2
"GSM773607",1
"GSM773608",1
"GSM773609",2
"GSM773610",1
"GSM773611",1
"GSM773612",1
"GSM773613",1
"GSM773614",1
"GSM773615",1
"GSM773616",1
"GSM773617",1
"GSM773618",1
"GSM773619",1
"GSM773620",2
"GSM773621",2
"GSM773622",2
"GSM773623",1
"GSM773624",1
"GSM773625",1
"GSM773626",1
"GSM773627",2
"GSM773628",2
"GSM773629",1
"GSM773630",1
"GSM773631",1
"GSM773632",2
"GSM773633",1
"GSM773634",1
"GSM773635",1
"GSM773636",1
"GSM773637",1
"GSM773638",1
"GSM773639",2
"GSM773640",2
"GSM773641",1
"GSM773642",1
"GSM773643",1
"GSM773644",1
"GSM773645",1
"GSM773646",1
"GSM773647",1
"GSM773648",1
"GSM773649",1
"GSM773650",1
"GSM773651",2
"GSM773652",1
"GSM773653",1
"GSM773654",1
"GSM773655",1
"GSM773656",1
"GSM773657",1
"GSM773658",2
"GSM773659",1
"GSM773660",2
"GSM773661",2
"GSM773662",1
"GSM773663",1
"GSM773664",1
"GSM773665",2
"GSM773666",1
"GSM773667",1
"GSM773668",1
"GSM773669",1
"GSM773670",1
"GSM773671",1
"GSM773672",1
"GSM773673",1
"GSM773674",1
"GSM773675",1
"GSM773676",1
"GSM773677",1
"GSM773678",1
"GSM773679",1
"GSM773680",1
"GSM773681",2
"GSM773682",2
"GSM773683",2
"GSM773684",1
"GSM773685",1
"GSM773686",2
"GSM773687",1
"GSM773688",2
"GSM773689",1
"GSM773690",1
"GSM773691",1
"GSM773692",1
"GSM773693",1
"GSM773694",1
"GSM773695",1
"GSM773696",1
"GSM773697",2
"GSM773698",1
"GSM773699",1
"GSM773700",1
"GSM773701",1
"GSM773702",1
"GSM773703",1
"GSM773704",1
"GSM773705",1
"GSM773706",1
"GSM773707",1
"GSM773708",1
"GSM773709",1
"GSM773710",1
"GSM773711",1
"GSM773712",1
"GSM773713",2
"GSM773714",1
"GSM773715",1
"GSM773716",2
"GSM773717",1
"GSM773718",1
"GSM773719",1
"GSM773720",1
"GSM773721",1
"GSM773722",1
"GSM773723",1
"GSM773724",1
"GSM773725",1
"GSM773726",1
"GSM773727",1
"GSM773728",1
"GSM773729",1
"GSM773730",1
"GSM773731",1
"GSM773732",1
"GSM773733",1
"GSM773734",1
"GSM773735",1
"GSM773736",1
"GSM773737",1
"GSM773738",1
"GSM773739",1
"GSM773740",1
"GSM773741",1
"GSM773742",1
"GSM773743",1
"GSM773744",1
"GSM773745",2
"GSM773746",1
"GSM773747",1
"GSM773748",1
"GSM773749",2
"GSM773750",2
"GSM773751",1
"GSM773752",1
"GSM773753",2
"GSM773754",1
"GSM773755",1
"GSM773756",1
"GSM773757",1
"GSM773758",1
"GSM773759",1
"GSM773760",1
"GSM773761",1
"GSM773762",1
"GSM773763",1
"GSM773764",1
"GSM773765",1
