"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226"
"1",1,0.338983050847458,0.0473186119873817,0.179012345679012,0.0526315789473684,0.333333333333333,0,0.104938271604938,0.369230769230769,0.306748466257669,0.053968253968254,0.301242236024845,0,0,0.345047923322684,0.167192429022082,0,0.00632911392405063,0.330246913580247,0.0342679127725857,0.0588235294117647,0.194719471947195,0.735015772870662,0,0.00335570469798658,0.48,0.0191693290734824,0.369085173501577,0,0.224299065420561,0.794303797468354,0,0.340490797546012,0,0.152173913043478,0.00308641975308642,0.356923076923077,0.00638977635782748,0.0575757575757576,0.288401253918495,0.408026755852843,0.00626959247648903,0.0277777777777778,0.416129032258065,0.00626959247648903,0.00316455696202532,0,0.00340136054421769,0.34384858044164,0.0232558139534884,0.30625,0,0,0.0377358490566038,0,0.0327868852459016,0.0590062111801242,0.032258064516129,0.206451612903226,0.363363363363363,0,0,0.0195439739413681,0.0033003300330033,1,0.401315789473684,0.0032258064516129,0.00617283950617284,0,0,0.355263157894737,0.0488599348534202,0.101973684210526,0.156351791530945,0.0126984126984127,0.37125748502994,0.00649350649350649,0.0032258064516129,0,0,0,0,0,0.042483660130719,0.236593059936909,0.246710526315789,0,0,0,0.00313479623824451,0.372549019607843,0.00306748466257669,0,0.0252365930599369,0.00327868852459016,0.00940438871473354,0.345911949685535,0.383386581469649,0.00321543408360129,0,0,0.333333333333333,0.113564668769716,0.260450160771704,0.00643086816720257,0.00638977635782748,0.0133333333333333,0.00320512820512821,0.00928792569659443,0.111111111111111,0,0,0.0352564102564103,0,0.478527607361963,0.256410256410256,0.00321543408360129,0.0483870967741935,0.133779264214047,0.0406779661016949,0,0,0.0445859872611465,0.174603174603175,0.00313479623824451,0,0.0260586319218241,0.360655737704918,0,0.00632911392405063,0.00327868852459016,0,0.437699680511182,0.613003095975232,0.028125,0.231023102310231,0.321766561514196,0.0309597523219814,0.00613496932515337,0.348387096774194,0.383116883116883,0,0,0,0.009375,0.0160771704180064,0,0.476973684210526,0,0.00314465408805031,0.0528052805280528,0.00320512820512821,0.776699029126214,0.00309597523219814,0.039344262295082,0.7375,0.0032258064516129,0,0,0.232704402515723,0.124183006535948,0.00318471337579618,0.365384615384615,0.0414012738853503,0.0033112582781457,0.00309597523219814,0.0031055900621118,0.0031055900621118,0.0906148867313916,0.264900662251656,0.0258064516129032,0.00324675324675325,0.003125,0,0.00321543408360129,0.297734627831715,0,0.276190476190476,0,0.292993630573248,0.284313725490196,0,0.0031055900621118,0.359477124183007,0,0.357142857142857,0.00636942675159236,0.359872611464968,0.375796178343949,0.0260586319218241,0.457792207792208,0.0546623794212219,0,0.293375394321767,0.0323624595469256,0.0666666666666667,0.00958466453674121,0.07,0.0379746835443038,0.293515358361775,0.0223642172523962,0.0189873417721519,0.345679012345679,0,0.00311526479750779,0.00316455696202532,0.00327868852459016,0.0557275541795666,0.00309597523219814,0,0,0.275409836065574,0,0,0.355769230769231,0.0285714285714286,0.371428571428571,0.0165016501650165,0,0.003125,0,0.003125,0.0429447852760736,0,0.387301587301587,0.304054054054054
"2",0.338983050847458,1,0,0.0868167202572347,0,0.983277591973244,0.0192307692307692,0.0130293159609121,0.0222222222222222,0.0224358974358974,0,0.0131578947368421,0,0.0199335548172757,0.970588235294118,0.0459016393442623,0.00332225913621262,0,0.970684039087948,0,0,0.00333333333333333,0.187096774193548,0.00313479623824451,0,0.0507936507936508,0,0.965079365079365,0,0.786666666666667,0.260450160771704,0,0.705329153605016,0,0.0292207792207792,0.0162337662337662,0.924528301886792,0,0.250793650793651,0.940594059405941,0.0168918918918919,0.0299003322259136,0,0.0197368421052632,0.0128617363344051,0.00655737704918033,0.0387096774193548,0.0140350877192982,0.967320261437909,0,0.0230263157894737,0,0.00323624595469256,0,0,0,0,0,0.0160771704180064,0.0122324159021407,0.00974025974025974,0,0,0,0.34006734006734,0.0204081632653061,0.0194805194805195,0.00641025641025641,0,0,0.0229508196721311,0,0.416107382550336,0.0472972972972973,0,0.922118380062305,0.0230263157894737,0,0,0,0,0,0.0191693290734824,0,0.00964630225080386,0.0134680134680135,0,0,0,0.00986842105263158,0.969899665551839,0,0,0,0,0.00333333333333333,0.0357142857142857,0.0167785234899329,0,0.0100671140939597,0.00327868852459016,0.026578073089701,0.0066006600660066,0.0130718954248366,0.0618892508143322,0.0130718954248366,0.161512027491409,0,0,0,0,0,0,0.00333333333333333,0.844936708860759,0.0134228187919463,0.0261437908496732,0,0.0374149659863946,0,0,0.00308641975308642,0,0.0632911392405063,0,0.0263157894736842,0,0.986394557823129,0,0.00993377483443709,0.0101351351351351,0,0.0324675324675325,0.0894568690095847,0,0.0099009900990099,1,0,0,0.983164983164983,0.0253164556962025,0,0,0.0101694915254237,0,0,0,0.0230263157894737,0.00974025974025974,0,0,0,0.275747508305648,0,0,0.194174757281553,0,0,0,0,0.0131147540983607,0.00643086816720257,0.0168350168350168,0,0.0103806228373702,0,0,0,0.0033003300330033,0.0137931034482759,0,0,0,0,0,0.0066006600660066,0.00327868852459016,0.00983606557377049,0,0.00324675324675325,0.0033112582781457,0,0,0.876254180602007,0,0.965635738831615,0,0.973597359735974,0.0292207792207792,0,0.0394736842105263,0,0,0.00645161290322581,0,0.145214521452145,0,0.401993355481728,0,0.0101694915254237,0.235668789808917,0,1,0,0,0.0126984126984127,0,0,0,0,0.0065359477124183,0.00655737704918033,0,0,0.0201342281879195,0.195439739413681,0.0164473684210526,0,0,0,0,0,0,0.00319488817891374,0.022508038585209,0.00687285223367698
"3",0.0473186119873817,0,1,0.751572327044025,0.984375,0,0,0,0,0.0062111801242236,0.521035598705502,0,0,0,0,0,0.00334448160535117,0,0,0.515822784810127,0.990131578947368,0,0,0,0.247491638795987,0,0.0576923076923077,0,0,0.00321543408360129,0,0,0.136645962732919,0,0,0,0,0,0.0185758513931889,0,0,0,0.082018927444795,0,0,0,0,0,0,0.0198019801980198,0,0,0,0.52411575562701,0,0.0789473684210526,0.996845425867508,0.461038961038961,0,0,0,0,0,0,0.0776699029126214,0,0,0,0.00328947368421053,0,0,0.857605177993528,0,0.830564784053156,0.396825396825397,0.00884955752212389,0,0.263843648208469,0.216129032258065,0.00333333333333333,0,0.0578778135048231,0,0.681818181818182,0,0,0.00983606557377049,0,0,0,0,0.278125,0,0.0483870967741935,0.262798634812287,0.308917197452229,0,0,0,0,0,0,0.0160771704180064,0,0,0,0,0.163461538461538,0,0,0.240131578947368,0,0.47588424437299,0,0.0062111801242236,0,0,1,0,0.52027027027027,0,0,0.555555555555556,0.809375,0.278481012658228,0,0.0369127516778524,0,0.0129032258064516,0,0,0.0032258064516129,0,0,0.05625,0,0,0.562893081761006,0,0,0,0,0,0,0,0.454545454545455,0,0,0,0.23841059602649,0.996632996632997,0.235668789808917,0,0.254601226993865,0.485342019543974,0.0220820189274448,0.245098039215686,0.00305810397553517,0.0125786163522013,0.056782334384858,0,0,0,0.0690789473684211,0.096989966555184,0,0.248407643312102,0.254601226993865,0.161716171617162,0,0.0721311475409836,0.267326732673267,0.237341772151899,0.0033112582781457,0.279220779220779,0.0033003300330033,0,0,0.261437908496732,0.00326797385620915,0.00993377483443709,0.00307692307692308,0.243827160493827,0.0133779264214047,0.00321543408360129,0,0.138461538461538,0,0,0.0324675324675325,0,0.833333333333333,0.00333333333333333,0.00632911392405063,0.067741935483871,0.481848184818482,0,0,0.528662420382166,0,0,0.0159235668789809,0,0,0.254716981132075,0,0.254901960784314,1,0.275316455696203,0,0,0.00638977635782748,0.196141479099678,0,0,0.00638977635782748,0,0.0633333333333333,0,0.248407643312102,0,0.246875,1,0,0,0.0101010101010101
"4",0.179012345679012,0.0868167202572347,0.751572327044025,1,0.724770642201835,0.0791139240506329,0,0,0,0,0.678678678678679,0,0,0,0.0740740740740741,0.0182926829268293,0.00626959247648903,0,0.0668693009118541,0.649390243902439,0.770700636942675,0,0.00311526479750779,0,0.0357142857142857,0,0.0062111801242236,0.0759878419452888,0.00626959247648903,0.0670731707317073,0.0210843373493976,0.00302114803625378,0.408823529411765,0,0,0,0.0741839762611276,0,0.0326409495548961,0.0582822085889571,0,0,0.0210843373493976,0,0,0,0,0,0.0851063829787234,0,0,0,0,0.669781931464174,0,0.0221518987341772,0.685185185185185,0.593373493975904,0,0,0,0,0,0,0.229102167182663,0,0,0,0,0.00949367088607595,0,0.534591194968553,0.0384615384615385,1,0.530487804878049,0.13953488372093,0,0.0282131661442006,0.0243161094224924,0,0.00613496932515337,0.0822784810126582,0,0.382445141065831,0,0,0.00623052959501558,0.00600600600600601,0,0,0.0783699059561129,0.0301204819277108,0.00595238095238095,0,0.0191082802547771,0.441441441441441,0.00303030303030303,0,0,0,0,0.00308641975308642,0.0184049079754601,0,0,0,0.00323624595469256,0.0184615384615385,0,0,0.0156739811912226,0,0.623052959501558,0,0.149560117302053,0,0,0.696875,0.0261437908496732,0.682847896440129,0,0,0.714285714285714,1,0.0395136778115502,0,0.00316455696202532,0.0854430379746835,0,0,0,0,0,0,0.00909090909090909,0,0.0712166172106825,0.546546546546547,0,0.0875,0,0,0.00609756097560976,0.003125,0,0.281437125748503,0.00626959247648903,0,0,0.0279503105590062,0.760517799352751,0.0212765957446809,0.0318471337579618,0.0331325301204819,0.617554858934169,0.0548780487804878,0.0248447204968944,0.00872093023255814,0,0,0,0,0,0.0181818181818182,0.158730158730159,0,0.0212765957446809,0.0329341317365269,0.125391849529781,0,0.0185758513931889,0.028125,0.0241691842900302,0.00309597523219814,0.0403726708074534,0,0,0,0.021671826625387,0,0,0,0.029585798816568,0.204472843450479,0,0.082018927444795,0.0242424242424242,0.0830769230769231,0.00302114803625378,0,0.00314465408805031,0.51219512195122,0,0.003003003003003,0.0123839009287926,0.560371517027864,0,0.0191693290734824,0.654434250764526,0,0,0,0.079646017699115,0,0.0306748466257669,0,0.0347003154574132,0.691842900302115,0.0326409495548961,0,0,0,0.0214723926380368,0.00923076923076923,0,0.0152439024390244,0,0.0293159609120521,0,0.0216049382716049,0,0.0240963855421687,0.740298507462687,0,0,0
"5",0.0526315789473684,0,0.984375,0.724770642201835,1,0,0,0,0,0.00903614457831325,0.512345679012346,0,0,0,0,0.00309597523219814,0.0225806451612903,0,0,0.506060606060606,0.962962962962963,0,0,0.00898203592814371,0.247524752475248,0,0.0571428571428571,0,0.003125,0.00623052959501558,0,0.00609756097560976,0.132743362831858,0,0,0,0,0,0.0182370820668693,0,0,0,0.0813253012048193,0,0,0.00319488817891374,0,0,0,0.0189274447949527,0,0.00925925925925926,0.015527950310559,0.493710691823899,0,0.082018927444795,1,0.436708860759494,0,0,0,0.00949367088607595,0,0,0.0859872611464968,0,0,0,0.00655737704918033,0.00649350649350649,0,0.865625,0,0.803921568627451,0.400621118012422,0.0114942528735632,0,0.262345679012346,0.219135802469136,0.00638977635782748,0.00308641975308642,0.0658307210031348,0,0.690095846645367,0,0,0.0154798761609907,0.00604229607250755,0,0.00305810397553517,0,0.262048192771084,0.00602409638554217,0.0407523510971787,0.263492063492063,0.311728395061728,0,0,0,0,0.0126984126984127,0,0.0217391304347826,0,0,0,0,0.161993769470405,0,0,0.241379310344828,0.00970873786407767,0.473684210526316,0,0.00903614457831325,0,0,0.984177215189873,0.00645161290322581,0.504823151125402,0.009375,0.00584795321637427,0.527950310559006,0.785276073619632,0.259701492537313,0,0.0283018867924528,0,0.0157728706624606,0,0,0.00634920634920635,0,0,0.0542168674698795,0,0,0.51219512195122,0,0,0,0.00625,0.00307692307692308,0,0,0.436923076923077,0.00636942675159236,0,0,0.234375,0.977346278317152,0.228125,0,0.234234234234234,0.462783171521036,0.0182926829268293,0.243827160493827,0.00593471810089021,0.0151975683890578,0.0588235294117647,0,0,0,0.0652173913043478,0.0849673202614379,0,0.233846153846154,0.251515151515152,0.168789808917197,0,0.069620253164557,0.257142857142857,0.226708074534162,0.01875,0.278996865203762,0,0.0127388535031847,0,0.248387096774194,0.00308641975308642,0.0125786163522013,0.00602409638554217,0.240469208211144,0.0161812297734628,0.00623052959501558,0,0.13719512195122,0,0,0.0248447204968944,0,0.85031847133758,0.00643086816720257,0.00617283950617284,0.0625,0.442006269592476,0,0,0.519877675840979,0,0,0.0151975683890578,0,0.00303951367781155,0.243076923076923,0,0.242902208201893,0.990963855421687,0.268292682926829,0.00615384615384615,0,0.00625,0.203703703703704,0.0031055900621118,0,0.00314465408805031,0,0.0657894736842105,0.00316455696202532,0.235474006116208,0.00303030303030303,0.224924012158055,0.984984984984985,0.00307692307692308,0,0.0133779264214047
"6",0.333333333333333,0.983277591973244,0,0.0791139240506329,0,1,0.00986842105263158,0,0.0340557275541796,0.0247678018575851,0,0.0224358974358974,0,0.0032258064516129,0.996825396825397,0.0485436893203883,0,0,0.993630573248408,0,0,0.00668896321070234,0.180921052631579,0,0,0.0323624595469256,0,0.990566037735849,0,0.825806451612903,0.251572327044025,0,0.707317073170732,0,0.0278637770897833,0.00318471337579618,0.947368421052632,0,0.271293375394322,0.962145110410095,0.0294117647058824,0.00318471337579618,0,0.0131578947368421,0,0,0.0228013029315961,0,0.980707395498392,0,0.0353697749196141,0,0,0,0,0,0,0,0.022508038585209,0.0240963855421687,0.00314465408805031,0,0,0,0.323529411764706,0.0398671096345515,0.00305810397553517,0,0,0,0.0420711974110032,0,0.43,0.0469798657718121,0,0.935975609756098,0.00323624595469256,0,0,0,0,0,0.00324675324675325,0,0.00952380952380952,0.0033003300330033,0,0,0,0,1,0,0,0,0,0,0.05,0.0349206349206349,0,0,0,0.0364238410596026,0,0.00323624595469256,0.0746753246753247,0,0.140939597315436,0,0,0.00321543408360129,0,0,0,0,0.863354037267081,0.00320512820512821,0.00315457413249211,0,0.027027027027027,0,0,0,0,0.0543130990415335,0,0.00986842105263158,0.00333333333333333,1,0,0,0,0,0.0420711974110032,0.090625,0,0,0.984025559105431,0,0,1,0.043613707165109,0,0,0,0,0,0,0.0294117647058824,0,0,0,0,0.264214046822742,0,0,0.202453987730061,0,0,0,0.00319488817891374,0,0,0.0325732899022801,0,0.00335570469798658,0,0,0,0,0.00332225913621262,0,0,0,0,0,0.0198675496688742,0,0,0,0.00974025974025974,0.00958466453674121,0,0,0.890365448504983,0,0.990196078431373,0,1,0.0253164556962025,0,0.0328947368421053,0,0,0.0186915887850467,0,0.12987012987013,0,0.405940594059406,0,0.0133333333333333,0.258566978193146,0,0.996941896024465,0,0,0.003125,0,0,0,0,0,0.0129449838187702,0,0,0.032258064516129,0.205211726384365,0.0360655737704918,0,0,0,0,0,0,0,0.0377358490566038,0.0171232876712329
"7",0,0.0192307692307692,0,0,0,0.00986842105263158,1,0.00308641975308642,0,0,0.0278637770897833,0,0.40655737704918,0.162420382165605,0.00949367088607595,0.0804953560371517,0.222929936305732,0.00925925925925926,0.0122699386503067,0.0524691358024691,0,0.00321543408360129,0,0.341389728096677,0,0,0,0.00928792569659443,0.593650793650794,0.0128205128205128,0,0.608562691131499,0,0.00315457413249211,0.0429447852760736,0.169753086419753,0.0121951219512195,0.00943396226415094,0.0211480362537764,0.009375,0,0.0993788819875776,0,0,0.0245398773006135,0.053968253968254,0.743827160493827,0.0298013245033113,0.00628930817610063,0.0128205128205128,0.00314465408805031,0.280373831775701,0.215625,0.0315457413249211,0,0,0,0.0393939393939394,0.0123839009287926,0,0.120253164556962,0.31875,0.00325732899022801,0.0727848101265823,0,0,0.166153846153846,0.0181268882175227,0,0.58252427184466,0,0,0.253333333333333,0,0.187116564417178,0.00890207715133531,0.102484472049689,0,0,0,0.615625,0.514285714285714,0.165137614678899,0,0.003125,0,0,0.595744680851064,0.331168831168831,0.0339506172839506,0.00974025974025974,0,0.608024691358025,0,0,0.206686930091185,0,0,0.0714285714285714,0.86084142394822,0.231746031746032,0,0.00309597523219814,0,0.181818181818182,0.0258899676375405,0.288025889967638,0,0.00303030303030303,0.00628930817610063,0,0.312101910828025,0.0383386581469649,0.00641025641025641,0.0119760479041916,0,0.13166144200627,0,0.0779220779220779,0.0571428571428571,0.271565495207668,0.380530973451327,0.0159744408945687,0,0,0.888888888888889,0,0.00952380952380952,0.0157728706624606,0.025,0.0294117647058824,0,0,0,0,0,0.0188679245283019,0.0125,0.00917431192660551,0.012779552715655,0,0.312302839116719,0.625786163522013,0.832797427652733,0.00315457413249211,0.00309597523219814,0.624203821656051,0,0.619808306709265,0,0,0,0,0,0.0384615384615385,0,0,0.623880597014925,0,0,0.00943396226415094,0.0125391849529781,0,0,0.453074433656958,0,0,0,0,0,0,0,0,0.425396825396825,0,0,0.238993710691824,0,0,0.00311526479750779,0,0,0,0.00321543408360129,0,0.0128617363344051,0.00313479623824451,0.0129032258064516,0,0.00317460317460317,0,0,0,0,0,0.00955414012738853,0.00626959247648903,0.271844660194175,0.0410094637223975,0,0.233644859813084,0.031055900621118,0.0151975683890578,0,0,0.169753086419753,0,0,0,0.303125,1,0,0,0.626959247648903,0,0.0990712074303406,0,0.0128617363344051,0,0,0,0,0,0.00623052959501558,0,0
"8",0.104938271604938,0.0130293159609121,0,0,0,0,0.00308641975308642,1,0.224550898203593,0.192192192192192,0,0.27217125382263,0.00309597523219814,0.0804953560371517,0,0.0373831775700935,0.119496855345912,0.452599388379205,0,0,0,0.376996805111821,0.219435736677116,0.00900900900900901,0,0.453125,0,0.0029673590504451,0,0,0.188271604938272,0,0,0.0389221556886228,0.0955223880597015,0.106707317073171,0.015015015015015,0.517133956386293,0,0,0.264984227129338,0.256880733944954,0,0.48125,0.503067484662577,0.291925465838509,0.0425531914893617,0.444805194805195,0.00303030303030303,0,0.413897280966767,0,0.127329192546584,0,0.0623052959501558,0,0,0,0.375776397515528,0.206489675516224,0.164086687306502,0,0.5,0.361963190184049,0.114197530864198,0.233766233766234,0.0736196319018405,0.454819277108434,0.0544871794871795,0,0.219512195121951,0,0.0382165605095541,0,0,0,0.25077399380805,0,0,0.0529595015576324,0,0,0.0978593272171254,0,0.348082595870207,0.587301587301587,0.0630914826498423,0,0,0.384848484848485,0,0,0,0,0,0,0.212121212121212,0.234756097560976,0.372611464968153,0.0062111801242236,0.129230769230769,0.210691823899371,0.308868501529052,0.610759493670886,0.200617283950617,0.515625,0.0944625407166124,0,0.487878787878788,0.328173374613003,0,0,0,0.525157232704403,0.0233236151603499,0.736842105263158,0.202453987730061,0,0.0258064516129032,0,0,0.00589970501474926,0,0,0,0.00626959247648903,0.0032258064516129,0,0.0154320987654321,0.429878048780488,0.364217252396166,0.0344827586206897,0.20625,0.266467065868263,0,0.586538461538462,0.0119760479041916,0,0.480243161094225,0,0.234042553191489,0,0,0.00309597523219814,0.479495268138801,0,0,0.386292834890966,0.0426829268292683,0,0,0,0.189102564102564,0,0,0.262048192771084,0,0,0.0209580838323353,0.125391849529781,1,0.565749235474006,0.215625,0,0,0.132307692307692,0,0,0.2125,0.69551282051282,0,0,0,0,0,0.209003215434084,0.138801261829653,0.513513513513513,0,0.225308641975309,0.182965299684543,0.0547112462006079,0,0,0.0623052959501558,0,0,0,0.464615384615385,0,0.435185185185185,0,0.046583850931677,0.196374622356495,0,0,0.509316770186335,0.0408805031446541,0,0.292207792207792,0.0479041916167665,0,0,0.0646153846153846,0,0.0825688073394495,0,0,0,0,0,0.20679012345679,0,0,0.233128834355828,0,0.216981132075472,0,0.060790273556231,0,0.0471976401179941,0,0,0.201219512195122,0.201834862385321,0.203947368421053
"9",0.369230769230769,0.0222222222222222,0,0,0,0.0340557275541796,0,0.224550898203593,1,0.886627906976744,0,0.921921921921922,0,0,0.0244648318042813,0.00920245398773006,0,0.16358024691358,0.0331325301204819,0,0,0.735668789808917,0.535168195718654,0,0,0.4858934169279,0.00309597523219814,0.0510510510510511,0,0.0186335403726708,0.543543543543544,0,0.00294985250737463,0,0.036036036036036,0,0.0956521739130435,0.204968944099379,0.00903614457831325,0.0212765957446809,0.791277258566978,0,0,0.478260869565217,0.003003003003003,0,0,0.00317460317460317,0.0606060606060606,0,0.459459459459459,0,0,0,0.00307692307692308,0,0,0,0.313432835820896,1,0,0,0.265625,0.107692307692308,0.356707317073171,1,0,0.0029673590504451,0,0,0.984567901234568,0,0.00934579439252336,0,0,0.0257879656160458,0,0,0,0,0,0,0,0,0.828908554572271,0.225308641975309,0,0,0,0,0.0364741641337386,0,0,0,0,0,0.967164179104478,0.898461538461538,0.0928792569659443,0,0,0.930091185410334,0.131901840490798,0.257668711656442,0.040625,0.00920245398773006,0.00958466453674121,0,0.163204747774481,0.525993883792049,0,0,0,0.171779141104294,0.0672514619883041,0.252279635258359,0,0,0.00317460317460317,0,0,0,0,0,0,0,0.0283018867924528,0.025,0,0.00305810397553517,0,0,0.975609756097561,0.643916913946588,0,0.233644859813084,0.03003003003003,0,0.165697674418605,0.0152439024390244,0.997014925373134,0,0,0,0.18944099378882,0,0,0.612307692307692,0,0,0,0,0.506329113924051,0,0,0.519756838905775,0,0,0,0.728971962616822,0.204334365325077,0.12111801242236,1,0.00301204819277108,0,0.0265486725663717,0,0,0.0709876543209877,0.277070063694268,0,0,0,0,0,0.945859872611465,0,0.317073170731707,0,0.920245398773006,0.8875,0,0,0.00636942675159236,0,0.0474683544303797,0,0.0311526479750779,0.452599388379205,0,0.481366459627329,0,0,0.904069767441861,0.00307692307692308,0,0.160990712074303,0.00634920634920635,0,0.914826498422713,0.00302114803625378,0,0.0234604105571848,0,0,0,0,0,0,0,0,0.918181818181818,0,0,1,0,1,0,0,0,0,0,0,0.00598802395209581,1,0.887820512820513
"10",0.306748466257669,0.0224358974358974,0.0062111801242236,0,0.00903614457831325,0.0247678018575851,0,0.192192192192192,0.886627906976744,1,0,0.859281437125748,0,0,0.0213414634146341,0.00619195046439629,0,0.164133738601824,0.0332326283987915,0,0.00628930817610063,0.65615141955836,0.432926829268293,0,0.0872274143302181,0.365325077399381,0.0398773006134969,0.0421686746987952,0,0.0152905198776758,0.43202416918429,0,0.0118694362017804,0,0.0267857142857143,0,0.0906432748538012,0.18125,0.0324483775811209,0.0150602409638554,0.700934579439252,0,0.0326409495548961,0.360248447204969,0.00303030303030303,0,0,0,0.0484848484848485,0.0155763239875389,0.393393393393393,0,0,0,0,0.0375,0.00895522388059702,0,0.255384615384615,0.910662824207493,0,0,0.242990654205607,0.104615384615385,0.283489096573209,0.865814696485623,0,0,0.00314465408805031,0,0.907120743034056,0.024390243902439,0.00320512820512821,0,0,0.0288184438040346,0,0.0705521472392638,0.0906344410876133,0,0,0,0,0.0376175548589342,0.744744744744745,0.175,0,0,0,0,0.036697247706422,0.0803571428571429,0,0.0309597523219814,0.0643086816720257,0,0.920489296636086,0.815384615384615,0.102484472049689,0,0,0.885093167701863,0.107361963190184,0.18348623853211,0.0493827160493827,0.0062111801242236,0.00955414012738853,0.0795107033639144,0.16374269005848,0.507788161993769,0.08,0,0,0.156739811912226,0.0621301775147929,0.198795180722892,0,0.00925925925925926,0,0,0,0,0,0.003003003003003,0.0642201834862385,0,0.0628930817610063,0.0282131661442006,0.00609756097560976,0,0,0,0.858461538461538,0.537313432835821,0.024390243902439,0.174454828660436,0.0239520958083832,0.0118694362017804,0.150442477876106,0.01875,0.877675840978593,0,0,0,0.182926829268293,0.0474777448071217,0,0.498442367601246,0,0.0685358255451713,0.00636942675159236,0.0773809523809524,0.40952380952381,0.0778443113772455,0,0.427272727272727,0.0660377358490566,0,0.00302114803625378,0.842592592592593,0.163076923076923,0.11890243902439,0.911585365853659,0.04,0,0.0238095238095238,0.0783132530120482,0.0697674418604651,0.0689655172413793,0.223270440251572,0.0311526479750779,0.0595611285266458,0.0759878419452888,0,0.0797546012269939,0.962848297213622,0,0.244776119402985,0.0815047021943574,0.944615384615385,1,0,0.0746268656716418,0.0157232704402516,0,0.0418006430868167,0.0714285714285714,0.0311526479750779,0.357357357357357,0.0243161094224924,0.352201257861635,0.025,0.00316455696202532,0.973134328358209,0.033434650455927,0,0.140718562874251,0.00307692307692308,0,0.844236760124611,0.00609756097560976,0.0151515151515152,0.0231884057971014,0,0.0780780780780781,0,0.08125,0.0060790273556231,0.0535714285714286,0,0,0.987915407854985,0.0727272727272727,0,0.906060606060606,0.0120845921450151,0.890577507598784,0.0315457413249211,0,0.08,0,0.068452380952381,0.00595238095238095,0.00604229607250755,0.899696048632219,1
